index,entropy,std,size,compressed_size,compression_ratio
2542-1,2.592,1.459,11,59165,2.545
2542-2,2.592,1.459,11,59187,2.543
2542-3,2.592,1.459,11,59210,2.543
2542-4,2.592,1.459,11,59056,2.549
2543-0,2.594,1.46,11,59286,2.54
2543-1,2.594,1.46,11,59145,2.545
2543-2,2.594,1.46,11,58978,2.553
2543-3,2.594,1.46,11,59048,2.549
2543-4,2.594,1.46,11,59145,2.545
2544-0,2.594,1.461,11,59034,2.55
2544-1,2.594,1.461,11,59186,2.543
2544-2,2.594,1.461,11,59170,2.545
2544-3,2.594,1.461,11,59097,2.547
2544-4,2.594,1.461,11,59203,2.543
2545-0,2.596,1.462,11,59219,2.541
2545-1,2.596,1.462,11,59257,2.541
2545-2,2.596,1.462,11,59073,2.549
2545-3,2.596,1.462,11,59190,2.543
2545-4,2.596,1.462,11,59073,2.549
2546-0,2.596,1.463,11,59195,2.543
2546-1,2.596,1.463,11,59152,2.545
2546-2,2.596,1.463,11,59202,2.543
2546-3,2.596,1.463,11,59173,2.543
2546-4,2.596,1.463,11,59218,2.541
2547-0,2.598,1.464,11,59126,2.545
2547-1,2.598,1.464,11,59241,2.541
2547-2,2.598,1.464,11,59400,2.533
2547-3,2.598,1.464,11,59364,2.535
2547-4,2.598,1.464,11,59126,2.545
2548-0,2.598,1.465,11,59254,2.541
2548-1,2.598,1.465,11,59196,2.543
2548-2,2.598,1.465,11,59241,2.541
2548-3,2.598,1.465,11,59238,2.541
2548-4,2.598,1.465,11,59231,2.541
2549-0,2.6,1.466,11,59273,2.54
2549-1,2.6,1.466,11,59278,2.54
2549-2,2.6,1.466,11,59315,2.537
2549-3,2.6,1.466,11,59243,2.541
2549-4,2.6,1.466,11,59397,2.535
2550-0,2.6,1.467,11,59265,2.54
2550-1,2.6,1.467,11,59260,2.541
2550-2,2.6,1.467,11,59256,2.541
2550-3,2.6,1.467,11,59212,2.543
2550-4,2.6,1.467,11,59167,2.545
2551-0,2.602,1.468,11,59255,2.541
2551-1,2.602,1.468,11,59256,2.541
2551-2,2.602,1.468,11,59355,2.535
2551-3,2.602,1.468,11,59337,2.537
2551-4,2.602,1.468,11,59342,2.537
2552-0,2.602,1.469,11,59404,2.533
2552-1,2.602,1.469,11,59183,2.543
2552-2,2.602,1.469,11,59316,2.537
2552-3,2.602,1.469,11,59305,2.54
2552-4,2.602,1.469,11,59303,2.54
2553-0,2.604,1.47,11,59295,2.54
2553-1,2.604,1.47,11,59453,2.531
2553-2,2.604,1.47,11,59427,2.533
2553-3,2.604,1.47,11,59427,2.533
2553-4,2.604,1.47,11,59406,2.533
2554-0,2.604,1.471,11,59365,2.535
2554-1,2.604,1.471,11,59334,2.537
2554-2,2.604,1.471,11,59382,2.535
2554-3,2.604,1.471,11,59387,2.535
2554-4,2.604,1.471,11,59306,2.54
2555-0,2.605,1.472,11,59348,2.537
2555-1,2.605,1.472,11,59221,2.541
2555-2,2.605,1.472,11,59377,2.535
2555-3,2.605,1.472,11,59400,2.533
2555-4,2.605,1.472,11,59416,2.533
2556-0,2.605,1.474,11,59328,2.537
2556-1,2.605,1.474,11,59449,2.531
2556-2,2.605,1.474,11,59269,2.54
2556-3,2.605,1.474,11,59359,2.535
2556-4,2.605,1.474,11,59332,2.537
2557-0,2.607,1.475,11,59435,2.533
2557-1,2.607,1.475,11,59317,2.537
2557-2,2.607,1.475,11,59301,2.54
2557-3,2.607,1.475,11,59402,2.533
2557-4,2.607,1.475,11,59404,2.533
2558-0,2.607,1.476,11,59533,2.53
2558-1,2.607,1.476,11,59528,2.53
2558-2,2.607,1.476,11,59521,2.53
2558-3,2.607,1.476,11,59413,2.533
2558-4,2.607,1.476,11,59470,2.531
2559-0,2.61,1.477,11,59466,2.531
2559-1,2.61,1.477,11,59475,2.531
2559-2,2.61,1.477,11,59429,2.533
2559-3,2.61,1.477,11,59326,2.537
2559-4,2.61,1.477,11,59321,2.537
2560-0,2.61,1.478,11,59423,2.533
2560-1,2.61,1.478,11,59450,2.531
2560-2,2.61,1.478,11,59546,2.527
2560-3,2.61,1.478,11,59426,2.533
2560-4,2.61,1.478,11,59465,2.531
2561-0,2.611,1.479,11,59522,2.53
2561-1,2.611,1.479,11,59491,2.53
2561-2,2.611,1.479,11,59658,2.523
2561-3,2.611,1.479,11,59519,2.53
2561-4,2.611,1.479,11,59518,2.53
2562-0,2.611,1.4795,11,59494,2.53
2562-1,2.611,1.4795,11,59645,2.523
2562-2,2.611,1.4795,11,59690,2.521
2562-3,2.611,1.4795,11,59536,2.53
2562-4,2.611,1.4795,11,59569,2.527
2563-0,2.613,1.48,11,59657,2.523
2563-1,2.613,1.48,11,59464,2.531
2563-2,2.613,1.48,11,59660,2.523
