index,entropy,std,size,compressed_size,compression_ratio
7209-3,7.258,37.22,11,138209,1.089
7209-4,7.258,37.22,11,138196,1.089
7210-0,7.26,37.25,11,138287,1.089
7210-1,7.26,37.25,11,138168,1.09
7210-2,7.26,37.25,11,138267,1.089
7210-3,7.26,37.25,11,138240,1.089
7210-4,7.26,37.25,11,138216,1.089
7211-0,7.26,37.28,11,138145,1.09
7211-1,7.26,37.28,11,138253,1.089
7211-2,7.26,37.28,11,138294,1.089
7211-3,7.26,37.28,11,138319,1.088
7211-4,7.26,37.28,11,138225,1.089
7212-0,7.26,37.3,11,138346,1.088
7212-1,7.26,37.3,11,138368,1.088
7212-2,7.26,37.3,11,138354,1.088
7212-3,7.26,37.3,11,138246,1.089
7212-4,7.26,37.3,11,138320,1.088
7213-0,7.26,37.34,11,138250,1.089
7213-1,7.26,37.34,11,138372,1.088
7213-2,7.26,37.34,11,138349,1.088
7213-3,7.26,37.34,11,138324,1.088
7213-4,7.26,37.34,11,138302,1.089
7214-0,7.266,37.34,11,138378,1.088
7214-1,7.266,37.34,11,138380,1.088
7214-2,7.266,37.34,11,138399,1.088
7214-3,7.266,37.34,11,138339,1.088
7214-4,7.266,37.34,11,138230,1.089
7215-0,7.266,37.38,11,138409,1.088
7215-1,7.266,37.38,11,138334,1.088
7215-2,7.266,37.38,11,138376,1.088
7215-3,7.266,37.38,11,138341,1.088
7215-4,7.266,37.38,11,138296,1.089
7216-0,7.266,37.4,11,138476,1.087
7216-1,7.266,37.4,11,138379,1.088
7216-2,7.266,37.4,11,138358,1.088
7216-3,7.266,37.4,11,138353,1.088
7216-4,7.266,37.4,11,138381,1.088
7217-0,7.266,37.44,11,138287,1.089
7217-1,7.266,37.44,11,138387,1.088
7217-2,7.266,37.44,11,138376,1.088
7217-3,7.266,37.44,11,138408,1.088
7217-4,7.266,37.44,11,138426,1.088
7218-0,7.27,37.47,11,138396,1.088
7218-1,7.27,37.47,11,138453,1.087
7218-2,7.27,37.47,11,138477,1.087
7218-3,7.27,37.47,11,138334,1.088
7218-4,7.27,37.47,11,138441,1.087
7219-0,7.27,37.5,11,138483,1.087
7219-1,7.27,37.5,11,138431,1.087
7219-2,7.27,37.5,11,138451,1.087
7219-3,7.27,37.5,11,138389,1.088
7219-4,7.27,37.5,11,138401,1.088
7220-0,7.27,37.53,11,138523,1.087
7220-1,7.27,37.53,11,138538,1.087
7220-2,7.27,37.53,11,138473,1.087
7220-3,7.27,37.53,11,138465,1.087
7220-4,7.27,37.53,11,138471,1.087
7221-0,7.27,37.56,11,138412,1.088
7221-1,7.27,37.56,11,138493,1.087
7221-2,7.27,37.56,11,138582,1.086
7221-3,7.27,37.56,11,138425,1.088
7221-4,7.27,37.56,11,138458,1.087
7222-0,7.273,37.56,11,138514,1.087
7222-1,7.273,37.56,11,138435,1.087
7222-2,7.273,37.56,11,138534,1.087
7222-3,7.273,37.56,11,138428,1.088
7222-4,7.273,37.56,11,138506,1.087
7223-0,7.273,37.6,11,138418,1.088
7223-1,7.273,37.6,11,138469,1.087
7223-2,7.273,37.6,11,138604,1.086
7223-3,7.273,37.6,11,138535,1.087
7223-4,7.273,37.6,11,138454,1.087
7224-0,7.273,37.62,11,138534,1.087
7224-1,7.273,37.62,11,138520,1.087
7224-2,7.273,37.62,11,138516,1.087
7224-3,7.273,37.62,11,138528,1.087
7224-4,7.273,37.62,11,138457,1.087
7225-0,7.273,37.66,11,138503,1.087
7225-1,7.273,37.66,11,138496,1.087
7225-2,7.273,37.66,11,138516,1.087
7225-3,7.273,37.66,11,138547,1.087
7225-4,7.273,37.66,11,138536,1.087
7226-0,7.277,37.7,11,138540,1.087
7226-1,7.277,37.7,11,138597,1.086
7226-2,7.277,37.7,11,138564,1.086
7226-3,7.277,37.7,11,138425,1.088
7226-4,7.277,37.7,11,138529,1.087
7227-0,7.277,37.72,11,138625,1.086
7227-1,7.277,37.72,11,138477,1.087
7227-2,7.277,37.72,11,138586,1.086
7227-3,7.277,37.72,11,138579,1.086
7227-4,7.277,37.72,11,138578,1.086
7228-0,7.277,37.75,11,138627,1.086
7228-1,7.277,37.75,11,138533,1.087
7228-2,7.277,37.75,11,138584,1.086
7228-3,7.277,37.75,11,138499,1.087
7228-4,7.277,37.75,11,138621,1.086
7229-0,7.277,37.78,11,138648,1.086
7229-1,7.277,37.78,11,138634,1.086
7229-2,7.277,37.78,11,138547,1.087
7229-3,7.277,37.78,11,138640,1.086
7229-4,7.277,37.78,11,138525,1.087
7230-0,7.28,37.8,11,138641,1.086
7230-1,7.28,37.8,11,138611,1.086
7230-2,7.28,37.8,11,138623,1.086
7230-3,7.28,37.8,11,138719,1.085
7230-4,7.28,37.8,11,138639,1.086
7231-0,7.28,37.8,11,138626,1.086
7231-1,7.28,37.8,11,138538,1.087
7231-2,7.28,37.8,11,138656,1.086
7231-3,7.28,37.8,11,138601,1.086
7231-4,7.28,37.8,11,138652,1.086
7232-0,7.28,37.84,11,138685,1.085
7232-1,7.28,37.84,11,138623,1.086
7232-2,7.28,37.84,11,138638,1.086
7232-3,7.28,37.84,11,138694,1.085
7232-4,7.28,37.84,11,138585,1.086
7233-0,7.28,37.88,11,138667,1.086
7233-1,7.28,37.88,11,138719,1.085
7233-2,7.28,37.88,11,138659,1.086
7233-3,7.28,37.88,11,138641,1.086
7233-4,7.28,37.88,11,138685,1.085
7234-0,7.285,37.9,11,138734,1.085
7234-1,7.285,37.9,11,138659,1.086
7234-2,7.285,37.9,11,138719,1.085
7234-3,7.285,37.9,11,138762,1.085
7234-4,7.285,37.9,11,138747,1.085
7235-0,7.285,37.94,11,138711,1.085
7235-1,7.285,37.94,11,138703,1.085
7235-2,7.285,37.94,11,138585,1.086
7235-3,7.285,37.94,11,138705,1.085
7235-4,7.285,37.94,11,138636,1.086
7236-0,7.285,37.97,11,138773,1.085
7236-1,7.285,37.97,11,138695,1.085
7236-2,7.285,37.97,11,138725,1.085
7236-3,7.285,37.97,11,138766,1.085
7236-4,7.285,37.97,11,138685,1.085
7237-0,7.285,38.0,11,138766,1.085
7237-1,7.285,38.0,11,138736,1.085
7237-2,7.285,38.0,11,138781,1.085
7237-3,7.285,38.0,11,138747,1.085
7237-4,7.285,38.0,11,138713,1.085
7238-0,7.29,38.03,11,138785,1.085
7238-1,7.29,38.03,11,138731,1.085
7238-2,7.29,38.03,11,138796,1.085
7238-3,7.29,38.03,11,138785,1.085
7238-4,7.29,38.03,11,138671,1.086
7239-0,7.29,38.06,11,138812,1.084
7239-1,7.29,38.06,11,138843,1.084
7239-2,7.29,38.06,11,138792,1.085
7239-3,7.29,38.06,11,138782,1.085
7239-4,7.29,38.06,11,138771,1.085
7240-0,7.29,38.06,11,138710,1.085
7240-1,7.29,38.06,11,138789,1.085
7240-2,7.29,38.06,11,138717,1.085
7240-3,7.29,38.06,11,138788,1.085
7240-4,7.29,38.06,11,138855,1.084
7241-0,7.29,38.1,11,138840,1.084
7241-1,7.29,38.1,11,138879,1.084
7241-2,7.29,38.1,11,138747,1.085
7241-3,7.29,38.1,11,138687,1.085
7241-4,7.29,38.1,11,138770,1.085
7242-0,7.293,38.12,11,138861,1.084
7242-1,7.293,38.12,11,138845,1.084
7242-2,7.293,38.12,11,138795,1.085
7242-3,7.293,38.12,11,138857,1.084
7242-4,7.293,38.12,11,138842,1.084
7243-0,7.293,38.16,11,138786,1.085
7243-1,7.293,38.16,11,138857,1.084
7243-2,7.293,38.16,11,138760,1.085
7243-3,7.293,38.16,11,138805,1.084
7243-4,7.293,38.16,11,138864,1.084
7244-0,7.293,38.2,11,138873,1.084
7244-1,7.293,38.2,11,138851,1.084
7244-2,7.293,38.2,11,138919,1.084
7244-3,7.293,38.2,11,138838,1.084
7244-4,7.293,38.2,11,138893,1.084
7245-0,7.297,38.22,11,138897,1.084
7245-1,7.297,38.22,11,138852,1.084
7245-2,7.297,38.22,11,138813,1.084
7245-3,7.297,38.22,11,138765,1.085
7245-4,7.297,38.22,11,138830,1.084
7246-0,7.297,38.25,11,138774,1.085
7246-1,7.297,38.25,11,138897,1.084
7246-2,7.297,38.25,11,138867,1.084
7246-3,7.297,38.25,11,138816,1.084
7246-4,7.297,38.25,11,138886,1.084
7247-0,7.297,38.28,11,138882,1.084
7247-1,7.297,38.28,11,138883,1.084
7247-2,7.297,38.28,11,139021,1.083
7247-3,7.297,38.28,11,138921,1.084
7247-4,7.297,38.28,11,138884,1.084
7248-0,7.297,38.3,11,138889,1.084
7248-1,7.297,38.3,11,138910,1.084
7248-2,7.297,38.3,11,138950,1.083
7248-3,7.297,38.3,11,138939,1.083
7248-4,7.297,38.3,11,138944,1.083
7249-0,7.3,38.34,11,138953,1.083
7249-1,7.3,38.34,11,138953,1.083
7249-2,7.3,38.34,11,138936,1.083
7249-3,7.3,38.34,11,138874,1.084
7249-4,7.3,38.34,11,139009,1.083
7250-0,7.3,38.34,11,138927,1.084
7250-1,7.3,38.34,11,138946,1.083
7250-2,7.3,38.34,11,138932,1.083
7250-3,7.3,38.34,11,138893,1.084
7250-4,7.3,38.34,11,138957,1.083
7251-0,7.3,38.38,11,138976,1.083
7251-1,7.3,38.38,11,139015,1.083
7251-2,7.3,38.38,11,139069,1.082
7251-3,7.3,38.38,11,138902,1.084
7251-4,7.3,38.38,11,138881,1.084
7252-0,7.3,38.4,11,138930,1.083
7252-1,7.3,38.4,11,139010,1.083
7252-2,7.3,38.4,11,138965,1.083
7252-3,7.3,38.4,11,138955,1.083
7252-4,7.3,38.4,11,138982,1.083
7253-0,7.305,38.44,11,139064,1.082
7253-1,7.305,38.44,11,139029,1.083
7253-2,7.305,38.44,11,139027,1.083
7253-3,7.305,38.44,11,138935,1.083
7253-4,7.305,38.44,11,138941,1.083
7254-0,7.305,38.47,11,139018,1.083
7254-1,7.305,38.47,11,139098,1.082
7254-2,7.305,38.47,11,138957,1.083
7254-3,7.305,38.47,11,139079,1.082
7254-4,7.305,38.47,11,138949,1.083
7255-0,7.305,38.5,11,138906,1.084
7255-1,7.305,38.5,11,139093,1.082
7255-2,7.305,38.5,11,139070,1.082
7255-3,7.305,38.5,11,139034,1.083
7255-4,7.305,38.5,11,139015,1.083
7256-0,7.305,38.53,11,139066,1.082
7256-1,7.305,38.53,11,139027,1.083
7256-2,7.305,38.53,11,139036,1.083
7256-3,7.305,38.53,11,139087,1.082
7256-4,7.305,38.53,11,139068,1.082
7257-0,7.31,38.56,11,139111,1.082
7257-1,7.31,38.56,11,139051,1.083
7257-2,7.31,38.56,11,139081,1.082
7257-3,7.31,38.56,11,139164,1.082
7257-4,7.31,38.56,11,139065,1.082
7258-0,7.31,38.6,11,139167,1.082
7258-1,7.31,38.6,11,139076,1.082
7258-2,7.31,38.6,11,139085,1.082
7258-3,7.31,38.6,11,139177,1.082
7258-4,7.31,38.6,11,139046,1.083
7259-0,7.31,38.62,11,139065,1.082
7259-1,7.31,38.62,11,139171,1.082
7259-2,7.31,38.62,11,139089,1.082
7259-3,7.31,38.62,11,139083,1.082
7259-4,7.31,38.62,11,139116,1.082
7260-0,7.31,38.66,11,139146,1.082
7260-1,7.31,38.66,11,139195,1.081
7260-2,7.31,38.66,11,139177,1.082
7260-3,7.31,38.66,11,139034,1.083
7260-4,7.31,38.66,11,139090,1.082
7261-0,7.312,38.7,11,139110,1.082
7261-1,7.312,38.7,11,139171,1.082
7261-2,7.312,38.7,11,139094,1.082
7261-3,7.312,38.7,11,139067,1.082
7261-4,7.312,38.7,11,139203,1.081
7262-0,7.312,38.7,11,139099,1.082
7262-1,7.312,38.7,11,139161,1.082
7262-2,7.312,38.7,11,139128,1.082
7262-3,7.312,38.7,11,139231,1.081
7262-4,7.312,38.7,11,139145,1.082
7263-0,7.312,38.72,11,139222,1.081
7263-1,7.312,38.72,11,139128,1.082
7263-2,7.312,38.72,11,139039,1.083
7263-3,7.312,38.72,11,139128,1.082
7263-4,7.312,38.72,11,139226,1.081
7264-0,7.312,38.75,11,139179,1.081
7264-1,7.312,38.75,11,139162,1.082
7264-2,7.312,38.75,11,139095,1.082
7264-3,7.312,38.75,11,139195,1.081
7264-4,7.312,38.75,11,139273,1.081
7265-0,7.316,38.78,11,139166,1.082
7265-1,7.316,38.78,11,139193,1.081
7265-2,7.316,38.78,11,139260,1.081
7265-3,7.316,38.78,11,139262,1.081
7265-4,7.316,38.78,11,139164,1.082
7266-0,7.316,38.8,11,139117,1.082
7266-1,7.316,38.8,11,139128,1.082
7266-2,7.316,38.8,11,139129,1.082
7266-3,7.316,38.8,11,139196,1.081
7266-4,7.316,38.8,11,139205,1.081
7267-0,7.316,38.84,11,139209,1.081
7267-1,7.316,38.84,11,139285,1.081
7267-2,7.316,38.84,11,139231,1.081
7267-3,7.316,38.84,11,139207,1.081
7267-4,7.316,38.84,11,139250,1.081
7268-0,7.316,38.88,11,139218,1.081
7268-1,7.316,38.88,11,139255,1.081
7268-2,7.316,38.88,11,139233,1.081
7268-3,7.316,38.88,11,139260,1.081
7268-4,7.316,38.88,11,139276,1.081
7269-0,7.32,38.9,11,139266,1.081
7269-1,7.32,38.9,11,139270,1.081
7269-2,7.32,38.9,11,139290,1.081
7269-3,7.32,38.9,11,139298,1.081
7269-4,7.32,38.9,11,139286,1.081
7270-0,7.32,38.94,11,139218,1.081
7270-1,7.32,38.94,11,139331,1.08
7270-2,7.32,38.94,11,139363,1.08
7270-3,7.32,38.94,11,139391,1.08
7270-4,7.32,38.94,11,139249,1.081
7271-0,7.32,38.97,11,139288,1.081
7271-1,7.32,38.97,11,139290,1.081
7271-2,7.32,38.97,11,139345,1.08
7271-3,7.32,38.97,11,139328,1.08
7271-4,7.32,38.97,11,139372,1.08
7272-0,7.32,39.0,11,139355,1.08
7272-1,7.32,39.0,11,139338,1.08
7272-2,7.32,39.0,11,139399,1.08
7272-3,7.32,39.0,11,139276,1.081
7272-4,7.32,39.0,11,139325,1.08
7273-0,7.324,39.03,11,139374,1.08
7273-1,7.324,39.03,11,139391,1.08
7273-2,7.324,39.03,11,139379,1.08
7273-3,7.324,39.03,11,139330,1.08
7273-4,7.324,39.03,11,139403,1.08
7274-0,7.324,39.06,11,139407,1.08
7274-1,7.324,39.06,11,139427,1.08
7274-2,7.324,39.06,11,139344,1.08
7274-3,7.324,39.06,11,139402,1.08
7274-4,7.324,39.06,11,139440,1.079
7275-0,7.324,39.06,11,139441,1.079
7275-1,7.324,39.06,11,139385,1.08
7275-2,7.324,39.06,11,139319,1.08
7275-3,7.324,39.06,11,139360,1.08
7275-4,7.324,39.06,11,139370,1.08
7276-0,7.324,39.1,11,139382,1.08
7276-1,7.324,39.1,11,139376,1.08
7276-2,7.324,39.1,11,139351,1.08
7276-3,7.324,39.1,11,139365,1.08
7276-4,7.324,39.1,11,139424,1.08
7277-0,7.33,39.12,11,139420,1.08
7277-1,7.33,39.12,11,139381,1.08
7277-2,7.33,39.12,11,139443,1.079
7277-3,7.33,39.12,11,139399,1.08
7277-4,7.33,39.12,11,139395,1.08
7278-0,7.33,39.16,11,139403,1.08
7278-1,7.33,39.16,11,139414,1.08
7278-2,7.33,39.16,11,139448,1.079
7278-3,7.33,39.16,11,139487,1.079
7278-4,7.33,39.16,11,139392,1.08
7279-0,7.33,39.2,11,139406,1.08
7279-1,7.33,39.2,11,139445,1.079
7279-2,7.33,39.2,11,139425,1.08
7279-3,7.33,39.2,11,139414,1.08
7279-4,7.33,39.2,11,139391,1.08
7280-0,7.33,39.22,11,139444,1.079
7280-1,7.33,39.22,11,139443,1.079
7280-2,7.33,39.22,11,139422,1.08
7280-3,7.33,39.22,11,139393,1.08
7280-4,7.33,39.22,11,139409,1.08
7281-0,7.332,39.25,11,139420,1.08
7281-1,7.332,39.25,11,139420,1.08
7281-2,7.332,39.25,11,139450,1.079
7281-3,7.332,39.25,11,139457,1.079
7281-4,7.332,39.25,11,139407,1.08
7282-0,7.332,39.28,11,139408,1.08
7282-1,7.332,39.28,11,139527,1.079
7282-2,7.332,39.28,11,139460,1.079
7282-3,7.332,39.28,11,139468,1.079
7282-4,7.332,39.28,11,139536,1.079
7283-0,7.332,39.3,11,139493,1.079
7283-1,7.332,39.3,11,139505,1.079
7283-2,7.332,39.3,11,139577,1.078
7283-3,7.332,39.3,11,139448,1.079
7283-4,7.332,39.3,11,139512,1.079
7284-0,7.336,39.34,11,139506,1.079
7284-1,7.336,39.34,11,139523,1.079
7284-2,7.336,39.34,11,139511,1.079
7284-3,7.336,39.34,11,139522,1.079
7284-4,7.336,39.34,11,139628,1.078
7285-0,7.336,39.38,11,139485,1.079
7285-1,7.336,39.38,11,139606,1.078
7285-2,7.336,39.38,11,139531,1.079
7285-3,7.336,39.38,11,139486,1.079
7285-4,7.336,39.38,11,139566,1.078
7286-0,7.336,39.4,11,139549,1.079
7286-1,7.336,39.4,11,139574,1.078
7286-2,7.336,39.4,11,139640,1.078
7286-3,7.336,39.4,11,139519,1.079
7286-4,7.336,39.4,11,139517,1.079
7287-0,7.336,39.44,11,139536,1.079
7287-1,7.336,39.44,11,139574,1.078
7287-2,7.336,39.44,11,139536,1.079
7287-3,7.336,39.44,11,139598,1.078
7287-4,7.336,39.44,11,139607,1.078
7288-0,7.34,39.47,11,139565,1.078
7288-1,7.34,39.47,11,139637,1.078
7288-2,7.34,39.47,11,139560,1.078
7288-3,7.34,39.47,11,139633,1.078
7288-4,7.34,39.47,11,139639,1.078
7289-0,7.34,39.5,11,139661,1.078
7289-1,7.34,39.5,11,139618,1.078
7289-2,7.34,39.5,11,139560,1.078
7289-3,7.34,39.5,11,139682,1.078
7289-4,7.34,39.5,11,139632,1.078
7290-0,7.34,39.53,11,139608,1.078
7290-1,7.34,39.53,11,139539,1.079
7290-2,7.34,39.53,11,139627,1.078
7290-3,7.34,39.53,11,139666,1.078
7290-4,7.34,39.53,11,139599,1.078
7291-0,7.34,39.56,11,139736,1.077
7291-1,7.34,39.56,11,139677,1.078
7291-2,7.34,39.56,11,139759,1.077
7291-3,7.34,39.56,11,139661,1.078
7291-4,7.34,39.56,11,139698,1.077
7292-0,7.344,39.6,11,139688,1.077
7292-1,7.344,39.6,11,139716,1.077
7292-2,7.344,39.6,11,139700,1.077
7292-3,7.344,39.6,11,139654,1.078
7292-4,7.344,39.6,11,139560,1.078
7293-0,7.344,39.6,11,139653,1.078
7293-1,7.344,39.6,11,139762,1.077
7293-2,7.344,39.6,11,139672,1.078
7293-3,7.344,39.6,11,139679,1.078
7293-4,7.344,39.6,11,139704,1.077
7294-0,7.344,39.62,11,139721,1.077
7294-1,7.344,39.62,11,139679,1.078
7294-2,7.344,39.62,11,139673,1.078
7294-3,7.344,39.62,11,139677,1.078
7294-4,7.344,39.62,11,139663,1.078
7295-0,7.344,39.66,11,139702,1.077
7295-1,7.344,39.66,11,139679,1.078
7295-2,7.344,39.66,11,139634,1.078
7295-3,7.344,39.66,11,139692,1.077
7295-4,7.344,39.66,11,139778,1.077
7296-0,7.348,39.7,11,139819,1.076
7296-1,7.348,39.7,11,139786,1.077
7296-2,7.348,39.7,11,139687,1.077
7296-3,7.348,39.7,11,139690,1.077
7296-4,7.348,39.7,11,139682,1.078
7297-0,7.348,39.72,11,139781,1.077
7297-1,7.348,39.72,11,139770,1.077
7297-2,7.348,39.72,11,139770,1.077
7297-3,7.348,39.72,11,139755,1.077
7297-4,7.348,39.72,11,139705,1.077
7298-0,7.348,39.75,11,139778,1.077
7298-1,7.348,39.75,11,139734,1.077
7298-2,7.348,39.75,11,139749,1.077
7298-3,7.348,39.75,11,139742,1.077
7298-4,7.348,39.75,11,139731,1.077
7299-0,7.348,39.78,11,139742,1.077
7299-1,7.348,39.78,11,139708,1.077
7299-2,7.348,39.78,11,139768,1.077
7299-3,7.348,39.78,11,139753,1.077
7299-4,7.348,39.78,11,139844,1.076
7300-0,7.35,39.8,11,139747,1.077
7300-1,7.35,39.8,11,139813,1.076
7300-2,7.35,39.8,11,139766,1.077
7300-3,7.35,39.8,11,139861,1.076
7300-4,7.35,39.8,11,139822,1.076
7301-0,7.35,39.84,11,139806,1.077
7301-1,7.35,39.84,11,139822,1.076
7301-2,7.35,39.84,11,139811,1.076
7301-3,7.35,39.84,11,139857,1.076
7301-4,7.35,39.84,11,139794,1.077
7302-0,7.35,39.88,11,139771,1.077
7302-1,7.35,39.88,11,139770,1.077
7302-2,7.35,39.88,11,139860,1.076
7302-3,7.35,39.88,11,139843,1.076
7302-4,7.35,39.88,11,139833,1.076
7303-0,7.35,39.9,11,139896,1.076
7303-1,7.35,39.9,11,139808,1.077
7303-2,7.35,39.9,11,139922,1.076
7303-3,7.35,39.9,11,139850,1.076
7303-4,7.35,39.9,11,139806,1.077
7304-0,7.355,39.94,11,139849,1.076
7304-1,7.355,39.94,11,139841,1.076
7304-2,7.355,39.94,11,139830,1.076
7304-3,7.355,39.94,11,139862,1.076
7304-4,7.355,39.94,11,139917,1.076
7305-0,7.355,39.97,11,139861,1.076
7305-1,7.355,39.97,11,139848,1.076
7305-2,7.355,39.97,11,139810,1.077
7305-3,7.355,39.97,11,139860,1.076
7305-4,7.355,39.97,11,139903,1.076
7306-0,7.355,40.0,11,139814,1.076
7306-1,7.355,40.0,11,139923,1.076
7306-2,7.355,40.0,11,139865,1.076
7306-3,7.355,40.0,11,139913,1.076
7306-4,7.355,40.0,11,139883,1.076
7307-0,7.355,40.03,11,139871,1.076
7307-1,7.355,40.03,11,139966,1.075
7307-2,7.355,40.03,11,139881,1.076
7307-3,7.355,40.03,11,139945,1.075
7307-4,7.355,40.03,11,139848,1.076
7308-0,7.36,40.06,11,139875,1.076
7308-1,7.36,40.06,11,139814,1.076
7308-2,7.36,40.06,11,139947,1.075
7308-3,7.36,40.06,11,139908,1.076
7308-4,7.36,40.06,11,139966,1.075
7309-0,7.36,40.1,11,139893,1.076
7309-1,7.36,40.1,11,139948,1.075
7309-2,7.36,40.1,11,140017,1.075
7309-3,7.36,40.1,11,139927,1.076
7309-4,7.36,40.1,11,139865,1.076
7310-0,7.36,40.12,11,139892,1.076
7310-1,7.36,40.12,11,139991,1.075
7310-2,7.36,40.12,11,140052,1.075
7310-3,7.36,40.12,11,139965,1.075
7310-4,7.36,40.12,11,139997,1.075
7311-0,7.36,40.16,11,140025,1.075
7311-1,7.36,40.16,11,140030,1.075
7311-2,7.36,40.16,11,139962,1.075
7311-3,7.36,40.16,11,139986,1.075
7311-4,7.36,40.16,11,139849,1.076
7312-0,7.363,40.2,11,140027,1.075
7312-1,7.363,40.2,11,140027,1.075
7312-2,7.363,40.2,11,140020,1.075
7312-3,7.363,40.2,11,139934,1.076
7312-4,7.363,40.2,11,139998,1.075
7313-0,7.363,40.22,11,140050,1.075
7313-1,7.363,40.22,11,139984,1.075
7313-2,7.363,40.22,11,140030,1.075
7313-3,7.363,40.22,11,139974,1.075
7313-4,7.363,40.22,11,140004,1.075
7314-0,7.363,40.25,11,140072,1.074
7314-1,7.363,40.25,11,140045,1.075
7314-2,7.363,40.25,11,139947,1.075
7314-3,7.363,40.25,11,140032,1.075
7314-4,7.363,40.25,11,140055,1.075
7315-0,7.363,40.28,11,140000,1.075
7315-1,7.363,40.28,11,139961,1.075
7315-2,7.363,40.28,11,140084,1.074
7315-3,7.363,40.28,11,140031,1.075
7315-4,7.363,40.28,11,140036,1.075
7316-0,7.367,40.3,11,140075,1.074
7316-1,7.367,40.3,11,140119,1.074
7316-2,7.367,40.3,11,140016,1.075
7316-3,7.367,40.3,11,140055,1.075
7316-4,7.367,40.3,11,140122,1.074
7317-0,7.367,40.34,11,140051,1.075
7317-1,7.367,40.34,11,140091,1.074
7317-2,7.367,40.34,11,140071,1.074
7317-3,7.367,40.34,11,140092,1.074
7317-4,7.367,40.34,11,140110,1.074
7318-0,7.367,40.38,11,140130,1.074
7318-1,7.367,40.38,11,140127,1.074
7318-2,7.367,40.38,11,140097,1.074
7318-3,7.367,40.38,11,140105,1.074
7318-4,7.367,40.38,11,140182,1.074
7319-0,7.367,40.4,11,140097,1.074
7319-1,7.367,40.4,11,140087,1.074
7319-2,7.367,40.4,11,140060,1.075
7319-3,7.367,40.4,11,140110,1.074
7319-4,7.367,40.4,11,140064,1.075
7320-0,7.37,40.44,11,140194,1.073
7320-1,7.37,40.44,11,140124,1.074
7320-2,7.37,40.44,11,140149,1.074
7320-3,7.37,40.44,11,140161,1.074
7320-4,7.37,40.44,11,140115,1.074
7321-0,7.37,40.47,11,140196,1.073
7321-1,7.37,40.47,11,140119,1.074
7321-2,7.37,40.47,11,140185,1.074
7321-3,7.37,40.47,11,140131,1.074
7321-4,7.37,40.47,11,140144,1.074
7322-0,7.37,40.5,11,140199,1.073
7322-1,7.37,40.5,11,140220,1.073
7322-2,7.37,40.5,11,140226,1.073
7322-3,7.37,40.5,11,140179,1.074
7322-4,7.37,40.5,11,140120,1.074
7323-0,7.37,40.53,11,140247,1.073
7323-1,7.37,40.53,11,140138,1.074
7323-2,7.37,40.53,11,140191,1.074
7323-3,7.37,40.53,11,140265,1.073
7323-4,7.37,40.53,11,140220,1.073
7324-0,7.375,40.56,11,140244,1.073
7324-1,7.375,40.56,11,140164,1.074
7324-2,7.375,40.56,11,140169,1.074
7324-3,7.375,40.56,11,140225,1.073
7324-4,7.375,40.56,11,140226,1.073
7325-0,7.375,40.6,11,140242,1.073
7325-1,7.375,40.6,11,140231,1.073
7325-2,7.375,40.6,11,140186,1.074
7325-3,7.375,40.6,11,140244,1.073
7325-4,7.375,40.6,11,140212,1.073
7326-0,7.375,40.62,11,140263,1.073
7326-1,7.375,40.62,11,140242,1.073
7326-2,7.375,40.62,11,140246,1.073
7326-3,7.375,40.62,11,140221,1.073
7326-4,7.375,40.62,11,140187,1.074
7327-0,7.38,40.66,11,140262,1.073
7327-1,7.38,40.66,11,140272,1.073
7327-2,7.38,40.66,11,140186,1.074
7327-3,7.38,40.66,11,140258,1.073
7327-4,7.38,40.66,11,140269,1.073
7328-0,7.38,40.7,11,140264,1.073
7328-1,7.38,40.7,11,140219,1.073
7328-2,7.38,40.7,11,140303,1.073
7328-3,7.38,40.7,11,140221,1.073
7328-4,7.38,40.7,11,140350,1.072
7329-0,7.38,40.72,11,140220,1.073
7329-1,7.38,40.72,11,140248,1.073
7329-2,7.38,40.72,11,140213,1.073
7329-3,7.38,40.72,11,140348,1.072
7329-4,7.38,40.72,11,140340,1.072
7330-0,7.38,40.75,11,140315,1.073
7330-1,7.38,40.75,11,140276,1.073
7330-2,7.38,40.75,11,140263,1.073
7330-3,7.38,40.75,11,140285,1.073
7330-4,7.38,40.75,11,140216,1.073
7331-0,7.383,40.78,11,140316,1.073
7331-1,7.383,40.78,11,140349,1.072
7331-2,7.383,40.78,11,140291,1.073
7331-3,7.383,40.78,11,140377,1.072
7331-4,7.383,40.78,11,140261,1.073
7332-0,7.383,40.8,11,140210,1.073
7332-1,7.383,40.8,11,140374,1.072
7332-2,7.383,40.8,11,140391,1.072
7332-3,7.383,40.8,11,140378,1.072
7332-4,7.383,40.8,11,140324,1.072
7333-0,7.383,40.84,11,140320,1.072
7333-1,7.383,40.84,11,140291,1.073
7333-2,7.383,40.84,11,140370,1.072
7333-3,7.383,40.84,11,140430,1.072
7333-4,7.383,40.84,11,140266,1.073
7334-0,7.383,40.88,11,140339,1.072
7334-1,7.383,40.88,11,140421,1.072
7334-2,7.383,40.88,11,140297,1.073
7334-3,7.383,40.88,11,140374,1.072
7334-4,7.383,40.88,11,140384,1.072
7335-0,7.387,40.9,11,140337,1.072
7335-1,7.387,40.9,11,140351,1.072
7335-2,7.387,40.9,11,140400,1.072
7335-3,7.387,40.9,11,140386,1.072
7335-4,7.387,40.9,11,140369,1.072
7336-0,7.387,40.94,11,140423,1.072
7336-1,7.387,40.94,11,140455,1.071
7336-2,7.387,40.94,11,140362,1.072
